publicIP,FlowID,SrcIP,SrcPort,DstIP,DstPort,Protocol,Timestamp,FlowDuration,TotFwdPkts,TotBwdPkts,TotLenFwdPkts,TotLenBwdPkts,FwdPktLenMax,FwdPktLenMin,FwdPktLenMean,FwdPktLenStd,BwdPktLenMax,BwdPktLenMin,BwdPktLenMean,BwdPktLenStd,FlowByts/s,FlowPkts/s,FlowIATMean,FlowIATStd,FlowIATMax,FlowIATMin,FwdIATTot,FwdIATMean,FwdIATStd,FwdIATMax,FwdIATMin,BwdIATTot,BwdIATMean,BwdIATStd,BwdIATMax,BwdIATMin,FwdPSHFlags,BwdPSHFlags,FwdURGFlags,BwdURGFlags,FwdHeaderLen,BwdHeaderLen,FwdPkts/s,BwdPkts/s,PktLenMin,PktLenMax,PktLenMean,PktLenStd,PktLenVar,FINFlagCnt,SYNFlagCnt,RSTFlagCnt,PSHFlagCnt,ACKFlagCnt,URGFlagCnt,CWEFlagCount,ECEFlagCnt,Down/UpRatio,PktSizeAvg,FwdSegSizeAvg,BwdSegSizeAvg,FwdByts/bAvg,FwdPkts/bAvg,FwdBlkRateAvg,BwdByts/bAvg,BwdPkts/bAvg,BwdBlkRateAvg,SubflowFwdPkts,SubflowFwdByts,SubflowBwdPkts,SubflowBwdByts,InitFwdWinByts,InitBwdWinByts,FwdActDataPkts,FwdSegSizeMin,ActiveMean,ActiveStd,ActiveMax,ActiveMin,IdleMean,IdleStd,IdleMax,IdleMin,Label
178.79.172.45,178.79.172.45-192.168.1.117-8080-53631-6,178.79.172.45,8080,192.168.1.117,53631,6,03/01/1970 12:05:15 PM,119994580,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0166674194784464,119994580.0,0.0,119994580.0,119994580.0,0.0,0.0,0.0,0.0,0.0,119994580.0,119994580.0,0.0,119994580.0,119994580.0,0,0,0,0,0,40,0.0,0.0166674194784464,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,119994580.0,0.0,119994580.0,119994580.0,APT
208.87.225.248,192.168.1.115-208.87.225.248-59696-4143-6,192.168.1.115,59696,208.87.225.248,4143,6,24/01/1970 07:37:23 AM,814535,4,8,693.0,1358.0,326.0,0.0,173.25,142.73839707661006,1102.0,0.0,169.75,382.87885066390686,2518.001068094066,14.732331943992584,74048.63636363635,106960.75611575744,345545.0,31.0,222062.0,74020.66666666667,63801.28000544608,116990.0,711.0,814535.0,116362.14285714288,115907.17709792402,345545.0,31.0,0,0,0,0,80,184,4.910777314664195,9.82155462932839,0.0,1102.0,157.76923076923077,304.72587513100854,92857.858974359,0,1,0,0,0,0,0,0,2.0,170.91666666666666,173.25,169.75,0,0,0,0,0,0,4,693,8,1358,-1,131,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APT
66.175.215.16,192.168.1.118-66.175.215.16-59768-8080-6,192.168.1.118,59768,66.175.215.16,8080,6,14/01/1970 02:45:23 PM,111227,2,5,674.0,479.0,674.0,0.0,337.0,476.589970519733,361.0,0.0,95.8,156.80943849143776,10366.18806584732,62.93435946308001,18537.83333333333,44787.03385318866,109957.0,40.0,209.0,209.0,0.0,209.0,209.0,111227.0,27806.75,54767.64498847228,109957.0,129.0,0,0,0,0,40,124,17.98124556088,44.9531139022,0.0,674.0,144.125,248.52274256379147,61763.55357142857,0,1,0,0,0,0,0,0,2.0,164.71428571428572,337.0,95.8,0,0,0,0,0,0,2,674,5,479,-1,239,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APT
62.75.184.70,10.0.2.108-62.75.184.70-55928-8080-6,10.0.2.108,55928,62.75.184.70,8080,6,2/1/1970 4:57,8997865,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333412426,4498932.5,2120546.062,5998385.0,2999480.0,5998385.0,5998385.0,0.0,5998385.0,5998385.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,32,0.222274951,0.111137475,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,20480,0,0,2999480.0,0.0,2999480.0,2999480.0,5998385.0,0.0,5998385.0,5998385.0,APT
8.6.0.1,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,10/01/1970 02:22:34 PM,119356528,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0251347793896953,59678264.0,71248147.15460752,110058312.0,9298216.0,9298216.0,9298216.0,0.0,9298216.0,9298216.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0167565195931302,0.0083782597965651,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,59678264.0,71248147.15460752,110058312.0,9298216.0,BENIGN
,192.168.1.2-192.168.1.121-0-0-0,192.168.1.2,0,192.168.1.121,0,0,1/1/1970 15:38,62750519,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031872246,62800000.0,0.0,62800000.0,62800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.015936123,0.015936123,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,62800000.0,0.0,62800000.0,62800000.0,BENIGN
8.6.0.1,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,02/02/1970 11:46:42 AM,119999335,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0916671746555928,11999933.499999998,22273797.763853967,59507537.0,138.0,71992177.0,7999130.77777778,19443895.51836555,59507537.0,138.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.083333795141448,0.0083333795141448,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10,0,1,0,-1,0,0,0,6390193.0,0.0,6390193.0,6390193.0,37869714.0,28112548.336585872,59507537.0,6094447.0,BENIGN
208.87.225.248,192.168.1.115-208.87.225.248-55222-4143-6,192.168.1.115,55222,208.87.225.248,4143,6,14/01/1970 11:56:13 AM,274,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7299.270072992701,274.0,0.0,274.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,3649.6350364963514,3649.6350364963514,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16085,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APT
95.110.231.207,192.168.1.121-95.110.231.207-59375-8080-6,192.168.1.121,59375,95.110.231.207,8080,6,14/01/1970 10:07:40 AM,50459,2,5,675.0,481.0,675.0,0.0,337.5,477.2970773,363.0,0.0,96.2,157.6553202,22909.68905,138.7264908,8409.833333,20056.58063,49348.0,68.0,194.0,194.0,0.0,194.0,194.0,50459.0,12614.75,24489.6277,49348.0,143.0,0,0,0,0,40,124,39.63614023,99.09035058,0.0,675.0,144.5,249.0771539,62039.42857,0,1,0,0,0,0,0,0,2.0,165.1428571,337.5,96.2,0,0,0,0,0,0,2,675,5,481,-1,239,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APT
,192.168.1.128-192.168.1.2-0-0-0,192.168.1.2,0,192.168.1.128,0,0,01/01/1970 07:23:10 PM,151872,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.16898440792246,151872.0,0.0,151872.0,151872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.58449220396123,6.58449220396123,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
95.211.242.83,192.168.1.113-95.211.242.83-49406-443-6,95.211.242.83,443,192.168.1.113,49406,6,22/01/1970 11:03:16 PM,110037942,2,1,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0272633234089383,0.0272633234089383,55018971.0,39.59797974644666,55018999.0,55018943.0,55018999.0,55018999.0,0.0,55018999.0,55018999.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,40,20,0.0181755489392922,0.0090877744696461,1.0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0,0,0.0,1.3333333333333333,1.0,1.0,0,0,0,0,0,0,2,2,1,1,-1,14600,2,0,0.0,0.0,0.0,0.0,55018971.0,39.59797974644666,55018999.0,55018943.0,BENIGN
134.221.96.0,134.221.96.0-0.0.0.24-0-0-0,134.221.96.0,0,0.0.0.24,0,0,12/01/1970 09:07:38 PM,115496195,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0606080572611071,19249365.83333333,15612687.914514177,33508665.0,4996533.0,81997936.0,16399587.2,15613639.644634342,33508665.0,4996533.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0519497633666632,0.0086582938944438,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6,0,1,0,-1,0,0,0,4997229.5,215.667568261897,4997382.0,4997077.0,33501734.33333333,6002.141728860902,33508665.0,33498259.0,BENIGN
8.6.0.1,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,17/01/1970 08:27:27 PM,66852780,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0897494464702889,13370556.0,22098743.720305838,52395980.0,96.0,66666092.0,16666523.0,24056530.13744394,52395980.0,96.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0747912053919074,0.0149582410783814,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5,0,1,0,-1,0,0,0,93392.0,131940.4685151603,186688.0,96.0,22221998.666666664,26132261.74832692,52395980.0,6927061.0,BENIGN
,192.168.1.2-192.168.1.120-10120-65070-6,192.168.1.2,10120,192.168.1.120,65070,6,17/01/1970 04:31:40 AM,176,0,2,0.0,118.0,0.0,0.0,0.0,0.0,118.0,0.0,59.0,83.43860018001261,670454.5454545455,11363.636363636364,176.0,0.0,176.0,176.0,0.0,0.0,0.0,0.0,0.0,176.0,176.0,0.0,176.0,176.0,0,1,0,0,0,40,0.0,11363.636363636364,0.0,118.0,78.66666666666666,68.12733176437584,4641.333333333334,0,0,0,1,1,0,0,0,0.0,118.0,0.0,59.0,0,0,0,0,0,0,0,0,2,118,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
87.106.77.193,192.168.1.120-87.106.77.193-63928-8080-6,192.168.1.120,63928,87.106.77.193,8080,6,16/01/1970 03:36:56 PM,161,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12422.360248447205,161.0,0.0,161.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,6211.180124223602,6211.180124223602,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16305,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APT
,192.168.1.255-192.168.1.122-137-137-17,192.168.1.122,137,192.168.1.255,137,17,04/01/1970 05:17:51 AM,118835806,35,1,1750.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0,15.146949901614668,0.3029389980322934,3395308.742857143,6812586.056521786,27379387.0,740734.0,118089803.0,3473229.4999999995,6899187.307447315,27379387.0,740734.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,8,0.2945240258647297,0.0084149721675637,50.0,50.0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,51.388888888888886,50.0,50.0,0,0,0,0,0,0,35,1750,1,50,-1,0,35,0,3995755.8,1899640.074819096,6848871.0,1496896.0,19001818.4,6255952.767348535,27379387.0,14127735.0,BENIGN
239.255.255.250,192.168.1.127-239.255.255.250-53651-1900-17,192.168.1.127,53651,239.255.255.250,1900,17,30/01/1970 07:29:02 PM,3000952,3,1,522.0,174.0,174.0,174.0,174.0,0.0,174.0,174.0,174.0,0.0,231.92640202175843,1.3329103564468876,1000317.3333333334,235.34088750859536,1000466.0,1000046.0,2000906.0,1000453.0,18.384776310850235,1000466.0,1000440.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,0.9996827673351656,0.3332275891117219,174.0,174.0,174.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,217.5,174.0,174.0,0,0,0,0,0,0,3,522,1,174,-1,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
62.75.184.70,10.0.2.108-62.75.184.70-62634-8080-6,10.0.2.108,62634,62.75.184.70,8080,6,7/1/1970 12:51,8999142,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333365114,4499571.0,2119914.615,5998577.0,3000565.0,5998577.0,5998577.0,0.0,5998577.0,5998577.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,32,0.222243409,0.111121705,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,20480,0,0,3000565.0,0.0,3000565.0,3000565.0,5998577.0,0.0,5998577.0,5998577.0,APT
8.6.0.1,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,31/01/1970 12:36:55 AM,5645997,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0626998207756753,1129199.4,2348988.309620293,5324215.0,128.0,5331145.0,1332786.25,2660954.227657988,5324215.0,128.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8855831839797293,0.1771166367959458,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5,0,1,0,-1,0,0,0,314852.0,0.0,314852.0,314852.0,5324215.0,0.0,5324215.0,5324215.0,BENIGN
46.163.78.94,192.168.1.125-46.163.78.94-51792-443-6,192.168.1.125,51792,46.163.78.94,443,6,02/01/1970 02:17:42 PM,330,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6060.606060606061,330.0,0.0,330.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,3030.3030303030305,3030.3030303030305,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16306,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APT
8.6.0.1,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,10/1/1970 12:40,102566233,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175496355,6033307.824,6354572.323,22800000.0,68958.0,90100000.0,5634039.938,6338919.954,22800000.0,68958.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.165746557,0.009749797,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,17,0,1,0,-1,0,0,0,3031586.5,2849779.901,7968766.0,68958.0,12100000.0,5622285.551,22800000.0,7188510.0,BENIGN
82.165.142.107,192.168.1.113-82.165.142.107-55532-443-6,192.168.1.113,55532,82.165.142.107,443,6,11/01/1970 03:24:07 PM,1084453,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.532743235529802,216890.6,264608.1117252455,507854.0,23554.0,531592.0,531592.0,0.0,531592.0,531592.0,1084453.0,361484.3333333333,292570.5247052979,531408.0,23655.0,0,0,0,0,60,92,1.8442477451766008,3.6884954903532017,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,4,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APT
62.210.36.193,192.168.1.117-62.210.36.193-54799-8080-6,192.168.1.117,54799,62.210.36.193,8080,6,12/01/1970 03:56:59 AM,184,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10869.565217391304,184.0,0.0,184.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,5434.782608695652,5434.782608695652,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16305,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APT
80.188.120.11,192.168.1.116-80.188.120.11-60572-4343-6,192.168.1.116,60572,80.188.120.11,4343,6,31/01/1970 06:00:15 PM,697,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2869.440459110473,697.0,0.0,697.0,697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,1434.7202295552368,1434.7202295552368,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16077,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APT
37.187.54.76,192.168.1.122-37.187.54.76-53435-443-6,192.168.1.122,53435,37.187.54.76,443,6,12/01/1970 02:49:40 PM,45036,10,9,5984.0,2737.0,1460.0,0.0,598.4,677.6695687755533,1460.0,0.0,304.1111111111111,502.2483062302064,193645.0839328537,421.8847144506617,2502.0,6679.345010156751,22421.0,0.0,44765.0,4973.888888888889,9073.739119630402,22421.0,0.0,44895.0,5611.875,9647.114127144076,23113.0,37.0,0,0,0,0,200,204,222.04458655297984,199.84012789768187,0.0,1460.0,436.05,596.5487120005153,355870.36578947376,0,1,0,0,0,0,0,0,0.0,459.0,598.4,304.1111111111111,0,0,0,0,0,0,10,5984,9,2737,-1,340,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APT
87.106.77.193,192.168.1.126-87.106.77.193-55137-8080-6,192.168.1.126,55137,87.106.77.193,8080,6,20/01/1970 04:42:12 AM,158,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12658.227848101267,158.0,0.0,158.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,6329.113924050634,6329.113924050634,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16305,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APT
134.221.96.0,134.221.96.0-0.0.0.24-0-0-0,134.221.96.0,0,0.0.0.24,0,0,23/01/1970 02:43:39 AM,115496030,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0606081438470222,19249338.33333333,15608997.492604757,33498547.0,4996928.0,81997483.0,16399496.6,15608940.358567404,33498371.0,4996928.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0519498375831619,0.0086583062638603,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6,0,1,0,-1,0,0,0,4997193.0,0.0,4997193.0,4997193.0,26375477.25,14245721.501208948,33498547.0,5006895.0,BENIGN
185.145.253.60,185.145.253.60-192.168.1.115-443-59282-6,192.168.1.115,59282,185.145.253.60,443,6,23/01/1970 10:03:21 AM,38400,6,7,603.0,2755.0,277.0,0.0,100.5,117.71448508998373,1460.0,0.0,393.5714285714286,545.5910731011085,87447.91666666667,338.5416666666667,3200.0,7019.552122464795,21704.0,29.0,38190.0,7638.0,9822.95322191855,21974.0,308.0,38240.0,6373.333333333334,9367.012302045228,21704.0,29.0,0,0,0,0,120,164,156.25,182.29166666666669,0.0,1460.0,239.8571428571429,410.88569571725776,168827.05494505493,0,1,0,0,0,0,0,0,1.0,258.3076923076923,100.5,393.57142857142856,0,0,0,0,0,0,6,603,7,2755,-1,254,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APT
134.221.96.0,134.221.96.0-0.0.0.36-0-0-0,134.221.96.0,0,0.0.0.36,0,0,02/02/1970 09:59:50 AM,117857847,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169695955840768,6203044.578947368,5422736.8479711255,17256438.0,2251476.0,115605888.0,6422549.333333333,5492406.465403249,17256438.0,2251476.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.1612111580487296,0.0084847977920384,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,19,0,1,0,-1,0,0,0,2252414.777777778,764.4087221143176,2253606.0,2251476.0,10592723.0,4997558.313716885,17256438.0,7259976.0,BENIGN
178.79.172.45,178.79.172.45-192.168.1.120-8080-54522-6,192.168.1.120,54522,178.79.172.45,8080,6,12/01/1970 12:39:19 AM,30502402,3,3,674.0,0.0,674.0,0.0,224.66666666666669,389.13408143380775,0.0,0.0,0.0,0.0,22.09662045631685,0.1967058200859066,6100480.4,13640856.318845926,30501986.0,48.0,30502228.0,15251114.0,21568057.902667083,30502034.0,194.0,416.0,208.0,155.56349186104046,318.0,98.0,0,0,0,0,60,84,0.0983529100429533,0.0983529100429533,0.0,674.0,96.28571428571428,254.7480548082192,64896.57142857144,0,1,0,0,0,0,0,0,1.0,112.33333333333331,224.66666666666663,0.0,0,0,0,0,0,0,3,674,3,0,-1,239,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APT
62.210.36.193,192.168.1.117-62.210.36.193-54253-8080-6,192.168.1.117,54253,62.210.36.193,8080,6,11/01/1970 09:29:01 PM,130,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15384.615384615388,130.0,0.0,130.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,7692.307692307693,7692.307692307693,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16305,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APT
185.180.198.147,185.180.198.147-192.168.1.116-443-52832-6,192.168.1.116,52832,185.180.198.147,443,6,11/01/1970 05:53:24 PM,4806440,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4161083879128835,4806440.0,0.0,4806440.0,4806440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,0.2080541939564417,0.2080541939564417,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16402,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APT
,192.168.1.2-192.168.1.120-10120-56312-6,192.168.1.2,10120,192.168.1.120,56312,6,04/01/1970 07:49:44 PM,156,0,2,0.0,118.0,0.0,0.0,0.0,0.0,118.0,0.0,59.0,83.43860018001261,756410.2564102564,12820.51282051282,156.0,0.0,156.0,156.0,0.0,0.0,0.0,0.0,0.0,156.0,156.0,0.0,156.0,156.0,0,1,0,0,0,40,0.0,12820.51282051282,0.0,118.0,78.66666666666666,68.12733176437584,4641.333333333334,0,0,0,1,1,0,0,0,0.0,118.0,0.0,59.0,0,0,0,0,0,0,0,0,2,118,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
239.255.255.250,192.168.1.127-239.255.255.250-58131-1900-17,192.168.1.127,58131,239.255.255.250,1900,17,01/02/1970 09:58:42 PM,3000879,3,1,522.0,174.0,174.0,174.0,174.0,0.0,174.0,174.0,174.0,0.0,231.9320439111341,1.3329427810984715,1000293.0,291.501286446561,1000604.0,1000026.0,2000275.0,1000137.5,157.6848122046001,1000249.0,1000026.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,0.9997070858238536,0.3332356952746179,174.0,174.0,174.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,217.5,174.0,174.0,0,0,0,0,0,0,3,522,1,174,-1,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
8.8.247.90,192.168.1.123-8.8.247.90-49794-443-6,192.168.1.123,49794,8.8.247.90,443,6,02/01/1970 06:52:32 PM,165,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12121.212121212122,165.0,0.0,165.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,6060.606060606061,6060.606060606061,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16310,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APT
95.110.231.207,192.168.1.120-95.110.231.207-51428-8080-6,192.168.1.120,51428,95.110.231.207,8080,6,02/01/1970 09:56:17 AM,145,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13793.103448275862,145.0,0.0,145.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,6896.551724137931,6896.551724137931,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,16304,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APT
66.175.215.16,192.168.1.117-66.175.215.16-51102-8080-6,192.168.1.117,51102,66.175.215.16,8080,6,10/01/1970 08:00:08 AM,108192,2,5,674.0,479.0,674.0,0.0,337.0,476.589970519733,361.0,0.0,95.8,156.80943849143776,10656.9801833777,64.69979296066253,18032.0,43412.93254780193,106646.0,42.0,315.0,315.0,0.0,315.0,315.0,108192.0,27048.0,53066.32700686943,106646.0,110.0,0,0,0,0,40,124,18.485655131617865,46.21413782904466,0.0,674.0,144.125,248.52274256379147,61763.55357142857,0,1,0,0,0,0,0,0,2.0,164.71428571428572,337.0,95.8,0,0,0,0,0,0,2,674,5,479,-1,239,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APT
